总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
118.0,11229,青山 青山 三至四环,绿地香树花城派克公馆,3室1厅1厨1卫,低楼层 (共53层),105.09㎡,平层,暂无数据,塔楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-09-13,商品房,2021-09-18,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220914vWLh8
138.0,14863,青山 青山 ,钢都花园123街坊,4室2厅1厨2卫,高楼层 (共7层),92.85㎡,复式,80.92㎡,板楼,南 北,混合结构,其他,暂无数据,无,暂无数据,2021-01-09,商品房,2014-04-23,普通住宅,满五年,共有,"
                                有抵押 30万元 客户偿还
                              ",已上传房本照片,202101115suLA
123.0,12420,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨1卫,中楼层 (共47层),99.04㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,三梯四户,有,暂无数据,2022-03-10,商品房,2020-06-15,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220626hYn9h
157.0,13926,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨1卫,高楼层 (共34层),112.74㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯六户,有,暂无数据,2021-08-20,商品房,2021-08-20,普通住宅,满两年,非共有,"
                                有抵押 70万元 工商银行 客户偿还
                              ",已上传房本照片,20220513IOhqy
160.0,11560,青山 青山 三至四环,绿地香树花城,4室2厅1厨2卫,低楼层 (共47层),138.41㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯三户,有,暂无数据,2021-12-09,商品房,2018-07-17,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,	20211223w4tpK
168.0,9742,青山 青山 ,江城广场,4室2厅1厨2卫,高楼层 (共27层),172.45㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯六户,有,暂无数据,2023-01-05,商品房,2019-01-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230110t60fG
180.0,14004,青山 青山 ,和平花苑东区,4室2厅1厨2卫,低楼层 (共7层),128.54㎡,错层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,无,暂无数据,2022-11-10,商品房,2003-11-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210126mqF5X
115.0,12267,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨1卫,低楼层 (共53层),93.75㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯六户,有,暂无数据,2023-02-04,商品房,2021-08-27,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,		202202147PChm
80.0,10457,青山 青山 三至四环,青宜居二期,3室1厅1厨1卫,中楼层 (共17层),76.51㎡,平层,60.59㎡,塔楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2022-03-06,拆迁还建房,2015-06-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202203069ioIs
160.0,11361,青山 青山 ,怡江苑,3室2厅1厨2卫,低楼层 (共34层),140.84㎡,平层,暂无数据,板塔结合,南 西南,钢混结构,其他,两梯三户,有,暂无数据,2023-10-01,拆迁还建房,2021-08-03,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231011YSuEs
130.0,15119,青山 青山 二至三环,新奥依江畔园,3室2厅1厨1卫,高楼层 (共29层),85.99㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯五户,有,暂无数据,2023-10-16,商品房,2017-02-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231016noPq3	
105.0,13626,青山 青山 三至四环,钢花村街116社区,3室1厅1厨1卫,中楼层 (共6层),77.06㎡,平层,暂无数据,板楼,南,混合结构,其他,暂无数据,无,暂无数据,2023-09-11,商品房,2019-07-04,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230905geuPr
180.0,14004,青山 青山 ,和平花苑东区,4室2厅1厨2卫,低楼层 (共7层),128.54㎡,错层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,无,暂无数据,2022-11-10,商品房,2003-11-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210126mqF5X
149.0,13835,青山 青山 ,钢都花园126街坊,3室2厅1厨2卫,高楼层 (共7层),107.7㎡,错层,暂无数据,塔楼,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-05-03,房改房,2021-04-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230509Qooe4
109.5,11698,青山 青山 三至四环,绿地香树花城,3室1厅1厨1卫,低楼层 (共34层),93.61㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-11-21,商品房,2022-06-16,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20231119O7moY
68.0,9108,青山 青山 三至四环,青宜居一期,3室1厅1厨1卫,高楼层 (共18层),74.66㎡,平层,60.7㎡,塔楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2022-05-16,拆迁还建房,2015-08-13,普通住宅,满五年,共有,"
                                有抵押 29万元 工商银行 客户偿还
                              ",已上传房本照片,20220517oGPHw
100.0,12343,青山 青山 三至四环,钢花村街114社区,3室1厅1厨1卫,中楼层 (共6层),81.02㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-11-17,商品房,2021-12-23,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,	20230316fY5kr
135.0,16000,青山 青山 二至三环,奥山世纪城V公馆,2室1厅1厨1卫,中楼层 (共34层),84.38㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-16,商品房,2023-10-10,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210117KVLCP
115.0,12139,青山 青山 二至三环,七星富利天城,2室2厅1厨1卫,中楼层 (共32层),94.74㎡,平层,69.01㎡,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-03-31,商品房,2021-03-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230331ma2lg
120.0,11927,青山 青山 ,江城广场,2室1厅1厨1卫,高楼层 (共27层),100.62㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯六户,有,暂无数据,2023-02-19,商品房,2018-02-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202302191OT6Y
75.0,11335,青山 青山 ,冶金108街坊,2室1厅1厨1卫,高楼层 (共7层),66.17㎡,平层,56.38㎡,板塔结合,南,混合结构,精装,暂无数据,无,暂无数据,2023-03-01,私产,1999-05-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200704cgNCd
85.0,9786,青山 青山 ,成功花园,2室2厅1厨1卫,高楼层 (共7层),86.86㎡,平层,暂无数据,板楼,东南,框架结构,简装,暂无数据,无,暂无数据,2023-06-01,商品房,2016-06-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230602mOPCu
100.0,13739,青山 青山 三至四环,钢花村街116社区,2室2厅1厨1卫,低楼层 (共8层),72.79㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-03-14,商品房,2003-03-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230314P255y
104.0,13555,青山 青山 ,宝钢冶金建设公司武汉地区职工住宅区,2室1厅1厨1卫,中楼层 (共6层),76.73㎡,平层,暂无数据,板楼,南,混合结构,其他,暂无数据,无,暂无数据,2023-06-07,商品房,1998-08-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210531oGIgl
51.0,12248,青山 青山 ,冶金105街坊,1室1厅1厨1卫,高楼层 (共6层),41.64㎡,平层,36.26㎡,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-06-20,商品房,2012-06-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202306216AYcl
67.8,14341,青山 青山 ,四十九街坊社区,1室1厅1厨1卫,高楼层 (共6层),47.28㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-06-17,商品房,2021-10-18,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230526qZndV
123.0,11866,青山 青山 三至四环,钢都花园125街坊,3室2厅1厨1卫,高楼层 (共6层),103.66㎡,平层,91.12㎡,板楼,南 北,混合结构,其他,暂无数据,无,暂无数据,2023-11-21,商品房,2023-06-25,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20221117ZRA2b
70.0,12240,青山 青山 ,钢花村街117社区,2室1厅1厨1卫,高楼层 (共5层),57.19㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-01-06,商品房,2021-05-15,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210526OPNYI
69.0,11961,青山 青山 ,钢花村街112街坊,2室2厅1厨1卫,高楼层 (共6层),57.69㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-01-31,私产,2002-12-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230131IWtdm
110.0,13305,青山 青山 ,四十五街,2室2厅1厨1卫,中楼层 (共7层),82.68㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-06-12,商品房,2007-07-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210616wqdh3
72.0,10723,青山 青山 三至四环,青宜居二期,2室2厅1厨1卫,高楼层 (共16层),67.15㎡,平层,51.5㎡,塔楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-02-19,商品房,2012-10-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220730gMPms
81.0,12514,青山 青山 ,宝钢冶金建设公司武汉地区职工住宅区,2室1厅1厨1卫,高楼层 (共6层),64.73㎡,平层,56.95㎡,板楼,东,钢混结构,其他,暂无数据,无,暂无数据,2023-01-11,商品房,2009-07-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230111gf9QB
58.0,8924,青山 青山 ,钢花村110街坊,2室1厅1厨1卫,高楼层 (共6层),65㎡,平层,暂无数据,暂无数据,南,混合结构,其他,暂无数据,暂无数据,暂无数据,2023-07-12,房改房,2020-07-16,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20221023taP6T
80.0,14527,青山 青山 二至三环,新奥依江畔园,2室1厅0厨1卫,高楼层 (共29层),55.07㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2022-09-20,商品房,2020-11-19,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210421mqf8m
80.0,11319,青山 青山 三至四环,新长江香樟林,2室2厅1厨1卫,高楼层 (共17层),70.68㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-07-18,商品房,2017-07-10,普通住宅,满五年,共有,"
                                有抵押 14万元 工商银行 客户偿还
                              ",已上传房本照片,20230720tmcYs
169.0,21406,青山 青山 ,奥山澜郡,2室1厅1厨1卫,高楼层 (共47层),78.95㎡,平层,58.38㎡,板楼,南,钢混结构,精装,四梯六户,有,暂无数据,2023-08-25,商品房,2018-09-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220807ZWR8W
105.0,14729,青山 青山 ,武钢钢花新村121小区,2室1厅1厨1卫,中楼层 (共5层),71.29㎡,平层,暂无数据,板楼,南 北,框架结构,简装,暂无数据,无,暂无数据,2023-05-01,商品房,2003-08-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
20230503osBPh "
90.0,10423,青山 青山 ,四十五街,2室2厅1厨1卫,中楼层 (共7层),86.35㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-07-15,商品房,2003-03-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220112QXRJi
103.0,17429,青山 青山 二至三环,武汉科技大学宿舍,2室1厅1厨1卫,中楼层 (共7层),59.1㎡,平层,暂无数据,暂无数据,南,混合结构,简装,暂无数据,暂无数据,暂无数据,2023-05-10,商品房,2021-04-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230511xJb8E
102.0,12054,青山 青山 三至四环,绿地香树花城派克公馆,2室2厅1厨1卫,低楼层 (共45层),84.62㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯四户,有,暂无数据,2023-08-20,商品房,2021-01-27,普通住宅,满两年,共有,"
                                有抵押 50万元 客户偿还
                              ",已上传房本照片,20230820kvFW4
88.0,14270,青山 青山 ,冶金101街坊,2室1厅1厨1卫,低楼层 (共6层),61.67㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-07-02,商品房,2019-07-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221023Ecgdq
88.0,14270,青山 青山 ,冶金101街坊,2室1厅1厨1卫,低楼层 (共6层),61.67㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-07-02,商品房,2019-07-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221023Ecgdq
117.0,12375,青山 青山 二至三环,七星富利天城,2室2厅1厨1卫,高楼层 (共32层),94.55㎡,平层,70.9㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2021-12-16,商品房,2018-12-16,普通住宅,满五年,共有,"
                                有抵押 金融公司垫资
                              ",已上传房本照片,202112160dbF1
135.0,10605,青山 青山 二至三环,杨春湖景苑,3室2厅1厨2卫,高楼层 (共18层),127.31㎡,平层,79.91㎡,塔楼,南 北,钢混结构,简装,两梯三户,有,暂无数据,2023-10-25,商品房,2013-03-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231109IrWEg
77.0,11814,青山 青山 三至四环,新湘村小区,2室1厅1厨1卫,高楼层 (共7层),65.18㎡,平层,暂无数据,平房,南 北,钢混结构,简装,两梯两户,有,暂无数据,2023-09-03,商品房,2014-10-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230905RqaxZ
145.0,16046,青山 青山 ,八大家花园43街坊,3室2厅1厨1卫,低楼层 (共25层),90.37㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯五户,有,暂无数据,2023-08-10,商品房,2017-06-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230813Kl2hf
63.0,10868,青山 青山 ,钢花村街112街坊,2室1厅1厨1卫,高楼层 (共6层),57.97㎡,平层,51.14㎡,板塔结合,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-01-29,商品房,2016-01-14,普通住宅,满五年,非共有,"
                                有抵押 20万元 工行 客户偿还
                              ",已上传房本照片,20230129YeOWZ
88.0,13558,青山 青山 ,钢花村街112街坊,2室1厅1厨1卫,中楼层 (共6层),64.91㎡,平层,64.91㎡,板楼,南 北,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-02-09,房改房,2013-09-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202302248HODS
78.0,10920,青山 青山 三至四环,冶金106街坊,2室1厅1厨1卫,中楼层 (共7层),71.43㎡,平层,暂无数据,板楼,东南,钢混结构,简装,暂无数据,无,暂无数据,2023-04-11,商品房,2024-01-14,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230328rdVXE
68.0,9377,青山 青山 三至四环,冶金106街坊,2室1厅1厨1卫,中楼层 (共7层),72.52㎡,平层,暂无数据,塔楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-08-16,商品房,2004-08-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202308155PN9N
49.0,10744,青山 青山 ,钢花新村107街坊,1室1厅1厨1卫,高楼层 (共6层),45.61㎡,平层,暂无数据,板楼,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-08-22,商品房,2001-10-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210306gk1MQ
68.0,9591,青山 青山 三至四环,冶金106街坊,2室1厅1厨1卫,低楼层 (共7层),70.9㎡,平层,暂无数据,塔楼,南,混合结构,简装,暂无数据,无,暂无数据,2023-09-04,商品房,2006-09-04,普通住宅,满五年,共有,"
                                有抵押 53万元 工商银行 客户偿还
                              ",已上传房本照片,20220717tKRr1
99.8,12906,青山 青山 ,武冶小区,2室2厅1厨1卫,中楼层 (共7层),77.33㎡,平层,暂无数据,板楼,南,混合结构,精装,暂无数据,无,暂无数据,2023-06-24,商品房,2006-06-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230618mqZIY
88.0,9293,青山 青山 三至四环,现代花园A区,2室2厅1厨1卫,中楼层 (共8层),94.7㎡,平层,暂无数据,板塔结合,南,混合结构,简装,暂无数据,无,暂无数据,2023-06-03,商品房,2004-04-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230220d7p6d
52.0,7277,青山 青山 三至四环,冶金106街坊,2室1厅1厨1卫,高楼层 (共7层),71.46㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-10-13,私产,2003-09-03,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230313VjK8d
68.0,13090,青山 青山 ,光明社区,2室1厅1厨1卫,高楼层 (共8层),51.95㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-06-15,商品房,2014-07-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210825YhiLE
58.0,13800,青山 青山 ,武冶小区,1室1厅1厨1卫,中楼层 (共7层),42.03㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-05-13,商品房,2016-06-24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230513Aj3OU
90.0,10264,青山 青山 三至四环,现代花园A区,2室1厅1厨1卫,中楼层 (共8层),87.69㎡,错层,暂无数据,塔楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-10-27,商品房,2003-01-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20211029quINE
146.0,19395,青山 青山 二至三环,大华锦绣时代,2室2厅1厨1卫,高楼层 (共34层),75.28㎡,平层,暂无数据,板楼,西,钢混结构,简装,五梯九户,有,暂无数据,2023-05-12,商品房,2021-07-15,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230512PUU5D
96.0,11291,青山 青山 三至四环,绿地香树花城,2室2厅1厨1卫,低楼层 (共45层),85.03㎡,平层,62.99㎡,板塔结合,南,钢混结构,简装,三梯五户,有,暂无数据,2022-12-10,商品房,2019-09-29,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20200515earOs
105.0,19452,青山 青山 ,八大家花园42街坊,2室1厅1厨1卫,低楼层 (共34层),53.98㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯六户,有,暂无数据,2021-01-10,限价商品房,2020-06-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210122ryT05
70.0,11124,青山 青山 ,钢花村街119社区,2室1厅1厨1卫,中楼层 (共8层),62.93㎡,平层,54.68㎡,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2023-04-27,商品房,2013-07-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230427PqPQO
104.0,12291,青山 青山 三至四环,绿地香树花城派克公馆,2室2厅1厨1卫,低楼层 (共45层),84.62㎡,平层,65㎡,板塔结合,南 北,钢混结构,精装,三梯四户,有,暂无数据,2023-10-19,商品房,2020-12-30,普通住宅,满两年,共有,"
                                有抵押 47万元 建设银行
                              ",已上传房本照片,20231020DWa6H
105.0,11581,青山 青山 二至三环,碧苑花园,2室2厅1厨1卫,中楼层 (共17层),90.67㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2023-02-19,商品房,2008-02-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221005Jh6Ib
90.0,11486,青山 青山 ,热电社区,2室1厅1厨1卫,高楼层 (共7层),78.36㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-10-08,房改房,2018-09-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200919AHyrE
78.0,12599,青山 青山 三至四环,青宜居一期,2室1厅1厨1卫,高楼层 (共11层),61.91㎡,平层,50㎡,板楼,东南,钢混结构,精装,一梯六户,有,暂无数据,2022-08-29,拆迁还建房,2012-08-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221107jEJyT
88.0,14733,青山 青山 ,东兴天地C区,1室1厅1厨1卫,低楼层 (共31层),59.73㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯六户,有,暂无数据,2023-06-28,商品房,2020-10-20,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230720jR7YQ
70.0,10616,青山 青山 三至四环,青宜居二期,2室1厅1厨1卫,中楼层 (共18层),65.94㎡,平层,53.51㎡,塔楼,南 北,钢混结构,简装,两梯六户,有,暂无数据,2023-04-29,拆迁还建房,2012-09-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230609TWP6v
85.0,10043,青山 青山 ,江城广场,2室2厅1厨1卫,中楼层 (共27层),84.64㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2022-06-27,商品房,2018-04-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220620mZge9
135.0,19495,青山 青山 ,八大家花园43街坊,2室1厅1厨1卫,高楼层 (共25层),69.25㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,暂无数据,2023-04-05,限价商品房,2017-08-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230409bv1SE
62.0,10034,青山 青山 一至二环,临江港湾,2室1厅1厨1卫,高楼层 (共22层),61.79㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯六户,有,暂无数据,2023-09-07,商品房,2017-10-28,普通住宅,满五年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,20230914PBvIj
107.0,13692,青山 青山 ,兴达花园,2室1厅1厨1卫,中楼层 (共5层),78.15㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,暂无数据,暂无数据,2023-07-08,商品房,2018-08-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230307hX8y6
105.0,12413,青山 青山 三至四环,绿地香树花城,2室2厅1厨1卫,高楼层 (共47层),84.59㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-08-14,商品房,2017-11-21,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,	20230820jsHd3
140.0,17212,青山 青山 二至三环,大华滨江天地,2室1厅1厨1卫,低楼层 (共34层),81.34㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯八户,有,暂无数据,2023-07-19,商品房,2020-07-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220227ypH3o
69.0,10780,青山 青山 ,建一石化宿舍,2室1厅1厨1卫,中楼层 (共8层),64.01㎡,平层,54.04㎡,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-03-29,商品房,2008-12-10,普通住宅,满五年,共有,"
                                有抵押 8万元 工商银行 业主自还
                              ",已上传房本照片,20210905EcjgN
72.0,12503,青山 青山 ,钢花村街112街坊,2室1厅1厨1卫,中楼层 (共6层),57.59㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-04-05,商品房,2019-05-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220508uekKm	
120.0,15285,青山 青山 二至三环,青扬十街,2室1厅1厨1卫,高楼层 (共21层),78.51㎡,平层,62.96㎡,塔楼,南 北,钢混结构,简装,两梯五户,有,暂无数据,2023-05-14,商品房,2015-07-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220219lFpU5
179.0,17877,青山 青山 ,兰亭雅居,2室1厅1厨1卫,低楼层 (共10层),100.13㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,一梯三户,有,暂无数据,2021-09-05,商品房,2017-09-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210923bCfai
88.0,12201,青山 青山 ,钢都花园126街坊,2室1厅1厨1卫,中楼层 (共8层),72.13㎡,平层,暂无数据,塔楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-05-21,房改房,2002-01-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230531f7W7H
158.0,18147,青山 青山 三至四环,铁投江南御景,3室2厅1厨1卫,低楼层 (共32层),87.07㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯五户,有,暂无数据,2022-08-17,商品房,2020-09-15,普通住宅,满两年,非共有,"
                                有抵押 55万元 汉口银行 客户偿还
                              ",已上传房本照片,20220818MA8QN
97.0,8284,青山 青山 一至二环,丹青苑B区,2室1厅1厨1卫,中楼层 (共8层),117.1㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-08-22,商品房,2016-10-17,普通住宅,满五年,非共有,"
                                有抵押 45万元 光大 客户偿还
                              ",已上传房本照片,20210406QTBIi
101.0,13269,青山 青山 二至三环,吉庆苑小区,2室2厅1厨1卫,中楼层 (共7层),76.12㎡,平层,暂无数据,塔楼,西 东,钢混结构,简装,暂无数据,无,暂无数据,2023-09-07,商品房,2003-12-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202101107vPZZ
112.0,11668,青山 青山 三至四环,绿地香树花城,2室2厅1厨1卫,中楼层 (共47层),95.99㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯三户,有,暂无数据,2023-09-07,商品房,2018-02-07,普通住宅,满五年,共有,"
                                有抵押 52万元 工商银行 业主自还
                              ",已上传房本照片,20230908iF2Ur
132.0,13735,青山 青山 二至三环,七星富利天城,2室1厅1厨1卫,中楼层 (共29层),96.11㎡,平层,73.26㎡,板楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2023-10-20,商品房,2019-10-25,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231027p23fq
136.0,17581,青山 青山 二至三环,奥山世纪城V公馆,2室1厅1厨1卫,中楼层 (共30层),77.36㎡,平层,59.41㎡,板塔结合,西南,钢混结构,精装,两梯五户,有,暂无数据,2023-09-17,商品房,2016-08-16,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,20230917ISfGR
75.0,11920,青山 青山 ,钢花村110街坊,2室2厅1厨1卫,高楼层 (共6层),62.92㎡,平层,暂无数据,暂无数据,南 北,混合结构,简装,暂无数据,暂无数据,暂无数据,2022-11-19,私产,2003-01-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202205287Ze2B
90.0,13185,青山 青山 ,康苑社区,2室1厅1厨1卫,中楼层 (共7层),68.26㎡,平层,暂无数据,板楼,西 北,钢混结构,精装,暂无数据,无,暂无数据,2023-09-07,商品房,2017-07-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220424r28Yh
