总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
77.0,9957,青山 青山 三至四环,七星天兴花园,2室2厅1厨1卫,高楼层 (共18层),77.34㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,暂无数据,2021-04-27,商品房,2019-04-01,普通住宅,满两年,共有,"
                                有抵押 50万元 兴业银行 客户偿还
                              ",已上传房本照片,20210429tmggV
69.0,9734,青山 青山 三至四环,钢都花园125街坊,2室1厅1厨1卫,高楼层 (共7层),70.89㎡,平层,70.89㎡,板楼,南 北,混合结构,其他,暂无数据,无,暂无数据,2022-10-31,商品房,2016-12-16,普通住宅,满五年,共有,"
                                有抵押 40万元 工商银行 业主自还
                              ",已上传房本照片,20210301IfwWM
38.0,5786,青山 青山 ,康达社区,2室1厅1厨1卫,低楼层 (共6层),65.68㎡,平层,暂无数据,暂无数据,南,未知结构,其他,暂无数据,无,暂无数据,2023-05-17,商品房,2020-05-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2023051748EhM
105.0,11192,青山 青山 二至三环,碧苑花园,2室2厅1厨1卫,中楼层 (共17层),93.82㎡,平层,74.76㎡,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-03-25,经济适用房,2016-01-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201231dDJ3X
83.0,10947,青山 青山 三至四环,新湘村小区,2室2厅1厨1卫,中楼层 (共7层),75.82㎡,平层,68.85㎡,塔楼,南,钢混结构,其他,暂无数据,无,暂无数据,2022-10-27,商品房,2009-08-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221024qR1wq
160.0,15126,青山 青山 ,六十二街坊,3室2厅1厨1卫,中楼层 (共8层),105.78㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2022-09-28,房改房,2022-09-08,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220913LQbWj
170.0,12837,青山 青山 二至三环,林湘新苑,3室2厅2厨2卫,高楼层 (共34层),132.43㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,暂无数据,2021-10-31,拆迁还建房,2022-03-08,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202111085laPh
84.0,11212,青山 青山 三至四环,青宜居二期,3室1厅1厨1卫,中楼层 (共18层),74.92㎡,平层,60.8㎡,塔楼,南,钢混结构,简装,两梯四户,有,暂无数据,2022-11-07,动迁安置房,2023-01-05,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230202usGeH
160.0,13789,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨2卫,低楼层 (共53层),116.04㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2021-08-03,商品房,2022-09-20,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220921AZEeV
172.0,13028,青山 青山 二至三环,城投秀水青城,3室2厅1厨1卫,中楼层 (共34层),132.03㎡,平层,106.02㎡,暂无数据,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-04-19,商品房,2022-08-25,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230421tD4CI
110.0,10092,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,高楼层 (共47层),109㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,三梯四户,有,暂无数据,2023-06-24,商品房,2023-06-06,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230625ObZyp
162.0,17812,青山 青山 ,八大家花园43街坊,3室2厅1厨1卫,低楼层 (共33层),90.95㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有,暂无数据,2023-07-13,限价商品房,2023-08-30,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230713QAjve
115.0,10288,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,高楼层 (共47层),111.79㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯四户,有,暂无数据,2022-04-05,商品房,2023-03-10,普通住宅,未满两年,非共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,20230511SjiZv
115.0,11812,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨1卫,高楼层 (共54层),97.36㎡,平层,70.33㎡,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-06-29,商品房,2023-09-11,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202309148rZ0L
112.0,10236,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,低楼层 (共47层),109.42㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有,暂无数据,2022-08-22,商品房,2022-06-13,普通住宅,未满两年,非共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,20220619hlRts
120.0,11429,青山 青山 三至四环,绿地香树花城派克公馆,3室1厅1厨1卫,中楼层 (共53层),105㎡,平层,暂无数据,塔楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-11-07,商品房,2022-01-14,普通住宅,满两年,共有,"
                                有抵押 40万元 客户偿还
                              ",已上传房本照片,20220926PlP4t
138.0,12872,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,低楼层 (共47层),107.21㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯四户,有,暂无数据,2022-02-13,商品房,2022-01-05,普通住宅,满两年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,20220213p8Zgt
98.0,9724,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,低楼层 (共33层),100.79㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯五户,有,暂无数据,2022-08-22,商品房,2022-05-26,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220529HHh76
130.0,12993,青山 青山 ,二十六街坊,3室2厅1厨1卫,中楼层 (共7层),100.06㎡,平层,暂无数据,板楼,东南,混合结构,简装,暂无数据,无,暂无数据,2023-04-16,商品房,2023-04-18,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230418DMwlB
108.0,11259,青山 洪山其它 三至四环,海伦国际,3室1厅1厨1卫,中楼层 (共47层),95.93㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有,暂无数据,2023-04-26,商品房,2022-06-12,普通住宅,未满两年,共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,20220614P2mGV
117.0,11319,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,高楼层 (共37层),103.37㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,三梯六户,有,暂无数据,2022-11-22,商品房,2022-11-19,普通住宅,未满两年,非共有,"
                                有抵押 40万元 中信银行 客户偿还
                              ",已上传房本照片,20221122XqDRo
165.0,12832,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨2卫,中楼层 (共43层),128.59㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2022-03-29,商品房,2021-12-29,普通住宅,满两年,非共有,"
                                有抵押 60万左右需要客户偿还
                              ",已上传房本照片,202203317BtO4
105.0,11143,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨1卫,中楼层 (共54层),94.23㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,三梯四户,有,暂无数据,2023-10-18,商品房,2023-01-10,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,	20231018sG15x
115.0,10599,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,高楼层 (共47层),108.51㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯五户,有,暂无数据,2022-05-24,商品房,2022-03-03,普通住宅,未满两年,共有,"
                                有抵押 75万元
                              ",已上传房本照片,20220524OgFSc
95.0,10045,青山 洪山其它 三至四环,海伦国际,3室2厅1厨1卫,高楼层 (共47层),94.58㎡,平层,85㎡,板塔结合,东南 南,钢混结构,精装,三梯五户,有,暂无数据,2023-03-22,商品房,2022-03-04,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20230322nrMFO
113.0,10166,青山 洪山其它 三至四环,海伦国际,3室2厅1厨1卫,中楼层 (共40层),111.16㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,三梯四户,有,暂无数据,2023-06-10,商品房,2022-09-01,普通住宅,未满两年,共有,"
                                有抵押 60万元 中国银行 业主自还
                              ",已上传房本照片,20230614dOn5y
109.0,10025,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,低楼层 (共28层),108.73㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯五户,有,暂无数据,2021-12-16,商品房,2021-12-11,普通住宅,满两年,非共有,"
                                有抵押 83万元
                              ",已上传房本照片,20211216ctwqt
95.0,10193,青山 洪山其它 三至四环,海伦国际,3室2厅1厨1卫,中楼层 (共33层),93.21㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,暂无数据,2022-03-12,商品房,2022-03-30,普通住宅,未满两年,共有,"
                                有抵押 50.4万元
                              ",已上传房本照片,20220404KdFT8
107.0,9981,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,中楼层 (共47层),107.21㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,三梯四户,有,暂无数据,2022-10-19,商品房,2022-09-13,普通住宅,未满两年,非共有,"
                                有抵押 45万元 中兴 客户偿还
                              ",已上传房本照片,20221021tsxy9
90.0,9516,青山 洪山其它 三至四环,海伦国际,3室1厅1厨1卫,中楼层 (共47层),94.58㎡,平层,72.89㎡,板塔结合,南,钢混结构,精装,三梯五户,有,暂无数据,2022-04-22,商品房,2022-04-20,普通住宅,未满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,20220422I9ogU
110.0,9896,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,低楼层 (共40层),111.16㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,三梯四户,有,暂无数据,2022-04-03,商品房,2022-03-26,普通住宅,未满两年,非共有,"
                                有抵押 55万元 建设银行
                              ",已上传房本照片,20220403wRT0E
145.0,12595,青山 青山 二至三环,青城荟,3室2厅1厨2卫,中楼层 (共31层),115.13㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-08-02,商品房,2023-06-29,普通住宅,未满两年,非共有,"
                                有抵押 60万元 客户偿还
                              ",已上传房本照片,20230804Dm9VT	
148.0,12755,青山 青山 三至四环,绿地香树花城派克公馆,3室1厅1厨2卫,低楼层 (共53层),116.04㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,三梯六户,有,暂无数据,2023-02-19,商品房,2021-08-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230222CXYoI
165.0,11644,青山 青山 三至四环,绿地香树花城派克公馆,4室2厅1厨2卫,高楼层 (共54层),141.71㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,三梯四户,有,暂无数据,2021-05-20,商品房,2022-09-21,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,	20230722nR3RR
137.0,11435,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨2卫,高楼层 (共47层),119.81㎡,平层,暂无数据,塔楼,南 西南,钢混结构,毛坯,三梯四户,有,暂无数据,2022-03-15,商品房,2021-11-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220315Xhleb
108.0,11064,青山 青山 三至四环,绿地香树花城派克公馆,3室1厅1厨1卫,高楼层 (共54层),97.62㎡,平层,暂无数据,暂无数据,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-05-29,商品房,2023-09-09,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230920nt9lF
120.0,12326,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨1卫,中楼层 (共54层),97.36㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-06-15,商品房,2023-06-12,普通住宅,未满两年,非共有,"
                                有抵押 45万元 客户偿还
                              ",已上传房本照片,20230916ZpUGR
76.0,10203,青山 青山 三至四环,青宜居一期,3室2厅1厨1卫,低楼层 (共18层),74.49㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2022-02-28,拆迁还建房,2022-03-01,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221229VAAaH
168.0,13255,青山 青山 ,和平花苑西区,3室1厅1厨1卫,中楼层 (共7层),126.75㎡,平层,暂无数据,板楼,东南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2022-11-03,商品房,2022-09-29,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221103Oj0e9
120.0,11997,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨1卫,高楼层 (共43层),100.03㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-05-22,商品房,2022-05-23,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220523mWap2
128.0,13055,青山 青山 三至四环,绿地香树花城派克公馆,3室1厅1厨1卫,高楼层 (共47层),98.05㎡,平层,71.81㎡,板楼,南,钢混结构,精装,三梯四户,有,暂无数据,2021-06-12,商品房,2022-07-15,普通住宅,未满两年,非共有,"
                                有抵押 60万元 中国银行 客户偿还
                              ",已上传房本照片,202207288OckN
100.0,10683,青山 青山 三至四环,绿地香树花城,3室2厅1厨1卫,高楼层 (共34层),93.61㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-03-10,商品房,2023-07-20,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230728nAyxe
87.0,9334,青山 洪山其它 三至四环,海伦国际,3室2厅1厨1卫,中楼层 (共33层),93.21㎡,平层,73.05㎡,板塔结合,东南,钢混结构,其他,两梯五户,有,暂无数据,2023-09-09,商品房,2022-05-17,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20230909TLeLG
162.0,11345,青山 青山 三至四环,绿地香树花城派克公馆,4室2厅1厨2卫,低楼层 (共54层),142.8㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-10-16,商品房,2022-10-15,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202304018GyTZ
129.0,12796,青山 青山 ,四十一街53号,3室2厅1厨1卫,中楼层 (共7层),100.82㎡,平层,暂无数据,板楼,南,混合结构,其他,暂无数据,无,暂无数据,2023-07-13,房改房,2023-07-13,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230713uE9N1
166.0,11625,青山 青山 三至四环,绿地香树花城派克公馆,4室2厅1厨2卫,低楼层 (共54层),142.8㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-07-11,商品房,2023-06-15,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230626sVEAl
86.0,9040,青山 洪山其它 三至四环,海伦国际,3室2厅1厨1卫,低楼层 (共47层),95.14㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯五户,有,暂无数据,2023-09-02,商品房,2023-01-31,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20230902t0yTZ
115.0,14417,青山 青山 二至三环,青康居,2室1厅1厨1卫,高楼层 (共18层),79.77㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-07-22,拆迁还建房,2020-11-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221202Jd4y0
125.0,11895,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨1卫,中楼层 (共53层),105.09㎡,平层,暂无数据,塔楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-10-24,商品房,2022-09-26,普通住宅,未满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,20221024ZNEMm
165.0,12831,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨2卫,高楼层 (共47层),128.6㎡,平层,暂无数据,塔楼,东南 南,钢混结构,精装,三梯四户,有,暂无数据,2020-07-24,商品房,2023-05-18,普通住宅,未满两年,非共有,"
                                有抵押 135万元 客户偿还
                              ",已上传房本照片,20231122NasfB
145.0,11430,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨2卫,低楼层 (共45层),126.87㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯四户,有,暂无数据,2023-04-21,商品房,2022-02-01,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230423mIMeW
134.0,13667,青山 青山 三至四环,绿地香树花城派克公馆,3室1厅1厨1卫,高楼层 (共47层),98.05㎡,平层,暂无数据,板楼,南,钢混结构,其他,三梯四户,有,暂无数据,2023-10-03,商品房,2022-09-29,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202310045oDiK
79.0,13642,青山 青山 二至三环,中交江锦湾,2室1厅1厨1卫,中楼层 (共27层),57.91㎡,平层,57.91㎡,板塔结合,东北,钢混结构,毛坯,三梯二十三户,有,暂无数据,2022-12-03,商品房,2012-04-17,商住两用,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220505FUZtB
168.0,18599,青山 青山 ,八大家花园42街坊,3室1厅1厨1卫,高楼层 (共33层),90.33㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯五户,有,暂无数据,2021-11-30,商品房,2022-01-24,普通住宅,满两年,非共有,"
                                有抵押 /
                              ",已上传房本照片,20220124woDWo
80.0,8409,青山 洪山其它 三至四环,海伦国际,3室2厅1厨1卫,中楼层 (共47层),95.14㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,三梯五户,有,暂无数据,2023-06-14,商品房,2023-03-23,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230615sSwy0
108.0,12779,青山 青山 三至四环,绿地香树花城派克公馆,2室1厅1厨1卫,低楼层 (共45层),84.52㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯四户,有,暂无数据,2023-04-22,商品房,2020-04-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20201226TjGZl
65.0,18487,青山 青山 二至三环,奥山世纪城CC尚品,1室0厅1厨1卫,中楼层 (共29层),35.16㎡,平层,暂无数据,塔楼,南,钢混结构,简装,三梯十六户,有,暂无数据,2023-02-08,商品房,2019-02-09,普通住宅,满两年,共有,"
                                有抵押 30万元 工商银行 客户偿还
                              ",已上传房本照片,20230209E8uwb
65.0,18487,青山 青山 二至三环,奥山世纪城CC尚品,1室0厅1厨1卫,高楼层 (共29层),35.16㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯十六户,有,暂无数据,2023-02-19,商品房,2017-09-20,普通住宅,满五年,非共有,"
                                有抵押 45万元 银行
                              ",已上传房本照片,20200512M9CbQ
55.0,11411,青山 青山 ,钢花村街112街坊,1室1厅1厨1卫,中楼层 (共6层),48.2㎡,平层,暂无数据,板楼,南 西北,钢混结构,简装,暂无数据,暂无数据,暂无数据,2022-01-16,商品房,2009-01-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202008121Atx0
49.0,11859,青山 青山 ,锦绣龙潭,1室1厅1厨1卫,低楼层 (共25层),41.32㎡,平层,33.17㎡,板楼,南,钢混结构,简装,三梯十四户,有,暂无数据,2021-10-24,商品房,2021-11-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
20211110dbGWA"
102.0,12155,青山 青山 三至四环,青宜居一期,2室2厅1厨1卫,高楼层 (共11层),83.92㎡,平层,68.09㎡,塔楼,北 南,钢混结构,简装,一梯六户,有,暂无数据,2023-01-28,拆迁还建房,2012-07-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200413g5fIr
120.0,12219,青山 青山 三至四环,绿地香树花城,2室1厅1厨1卫,低楼层 (共44层),98.21㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-03-24,商品房,2018-04-28,普通住宅,满五年,非共有,"
                                有抵押 38万元 农村商业银行 客户偿还
                              ",已上传房本照片,202001088ymGV
66.0,15801,青山 青山 二至三环,大华铂金华府,1室0厅1厨1卫,低楼层 (共25层),41.77㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯十二户,有,暂无数据,2023-10-26,商品房,2018-03-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200422OUpMN
79.0,22469,青山 青山 二至三环,奥山世纪城CC尚品,1室1厅1厨1卫,中楼层 (共29层),35.16㎡,平层,26.51㎡,塔楼,西,钢混结构,精装,三梯十六户,有,暂无数据,2023-04-20,商品房,2015-07-01,普通住宅,满五年,非共有,"
                                有抵押 40万元 客户偿还
                              ",已上传房本照片,20230420bFYgp
75.0,17677,青山 青山 二至三环,大华铂金华府,1室1厅1厨1卫,中楼层 (共25层),42.43㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯十二户,有,暂无数据,2023-06-15,商品房,2019-06-17,普通住宅,满两年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,2021110935hVo
180.0,19254,青山 青山 二至三环,奥山世纪城CC尚品,3室1厅1厨1卫,高楼层 (共30层),93.49㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯五户,有,暂无数据,2023-07-23,商品房,2017-11-01,普通住宅,满五年,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,20200109mGCPT
78.0,16913,青山 青山 ,武钢钢花新村121小区,2室2厅1厨2卫,高楼层 (共6层),46.12㎡,平层,40.39㎡,板楼,北 南,混合结构,简装,暂无数据,暂无数据,暂无数据,2023-03-07,商品房,2011-04-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202104063JL6L
74.0,12114,青山 青山 三至四环,钢花村街120社区,2室1厅1厨1卫,中楼层 (共11层),61.09㎡,平层,52.88㎡,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-06-17,商品房,2010-05-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230617rNTQm
70.0,21719,青山 青山 二至三环,奥山世纪城CC尚品,1室0厅1厨1卫,高楼层 (共29层),32.23㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯十六户,有,暂无数据,2023-10-05,商品房,2017-07-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220615caYns
79.0,18619,青山 青山 二至三环,大华铂金华府,1室1厅1厨1卫,高楼层 (共25层),42.43㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯十二户,有,暂无数据,2022-08-21,商品房,2017-03-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200626EQSZI
76.0,10702,青山 青山 ,武钢钢花新村121小区,2室1厅1厨1卫,高楼层 (共8层),71.02㎡,平层,暂无数据,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2023-04-01,商品房,2003-05-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200924CHXZV
119.0,14038,青山 青山 三至四环,绿地香树花城,2室1厅1厨1卫,高楼层 (共45层),84.77㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯五户,有,暂无数据,2023-04-11,商品房,2018-10-25,普通住宅,满五年,共有,"
                                有抵押 80万元 平安银行 客户偿还
                              ",已上传房本照片,20200104mFKYj
75.0,17765,青山 青山 二至三环,奥山世纪城CC尚品,1室1厅1厨1卫,高楼层 (共29层),42.22㎡,平层,31.83㎡,塔楼,西北,钢混结构,精装,三梯十六户,有,暂无数据,2023-06-11,商品房,2016-06-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230611hrgyn
73.0,17291,青山 青山 二至三环,奥山世纪城CC尚品,1室0厅1厨1卫,低楼层 (共29层),42.22㎡,平层,暂无数据,塔楼,东 南,钢混结构,其他,三梯十六户,有,暂无数据,2023-08-28,商品房,2016-06-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,	20230902yDvpf
60.5,18772,青山 青山 二至三环,奥山世纪城CC尚品,1室1厅1厨1卫,高楼层 (共29层),32.23㎡,平层,25㎡,塔楼,东南,钢混结构,简装,三梯十六户,有,暂无数据,2023-06-16,商品房,2017-04-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,2023062615GxV
84.0,13374,青山 青山 ,四十九街坊社区,2室1厅1厨1卫,高楼层 (共6层),62.81㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-02-28,商品房,2022-12-12,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230228SxBSo
95.0,12458,青山 青山 二至三环,七星富利天城,2室1厅1厨1卫,低楼层 (共32层),76.26㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-05-03,商品房,2017-10-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200102rgBXu
75.0,17995,青山 青山 二至三环,大华铂金华府,1室1厅1厨1卫,低楼层 (共25层),41.68㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯十二户,有,暂无数据,2023-03-31,商品房,2014-07-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230401hyWOg
100.0,10660,青山 青山 ,青山绿水花园,2室2厅1厨2卫,高楼层 (共11层),93.81㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯四户,有,暂无数据,2023-05-20,经济适用房,2003-03-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202010208DO2U
131.0,13856,青山 青山 ,锦绣龙潭,2室1厅1厨1卫,中楼层 (共25层),94.55㎡,平层,75.9㎡,板楼,南,钢混结构,精装,三梯十四户,有,暂无数据,2021-04-23,商品房,2021-03-05,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,202104236lFrk
76.0,10702,青山 青山 ,武钢钢花新村121小区,2室1厅1厨1卫,高楼层 (共8层),71.02㎡,平层,暂无数据,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2023-04-01,商品房,2003-05-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200924CHXZV
88.0,27304,青山 青山 二至三环,奥山世纪城CC尚品,1室1厅1厨1卫,高楼层 (共29层),32.23㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,三梯十六户,有,暂无数据,2023-07-06,商品房,2018-01-01,普通住宅,满五年,非共有,"
                                有抵押 40万左右
                              ",已上传房本照片,20201119MYGqA
73.0,16671,青山 青山 二至三环,大华铂金华府,1室1厅1厨1卫,高楼层 (共25层),43.79㎡,平层,34㎡,板塔结合,南 北,钢混结构,精装,两梯十二户,有,暂无数据,2023-03-24,商品房,2020-10-15,普通住宅,满两年,非共有,"
                                有抵押 50万元 光大银行
                              ",已上传房本照片,20211029cetmq
119.0,14220,青山 青山 ,热电社区,2室1厅1厨1卫,中楼层 (共7层),83.69㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2021-03-16,商品房,2006-03-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210317SfVOV
46.0,10191,青山 青山 三至四环,七星天兴花园,2室1厅1厨1卫,高楼层 (共5层),45.14㎡,复式,45㎡,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2021-10-29,经济适用房,2019-09-24,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210410YjQnG
